pre_participant_id,Pre_Survey_Pre_Survey_Nr,Pre_Survey_StartDate,Pre_Survey_EndDate,Pre_Survey_Status,Pre_Survey_Progress,Pre_Survey_Duration,Pre_Survey_Finished,Pre_Survey_RecordedDate,Pre_Survey_DistributionChannel,Pre_Survey_UserLanguage,Pre_Survey_Q_RecaptchaScore,Pre_Survey_Q1,Pre_Survey_Q2,Pre_Survey_Q2_TEXT,Pre_Survey_Q3,Pre_Survey_Q4_1,Pre_Survey_Q4_1_TEXT,Pre_Survey_Q4_2,Pre_Survey_Q4_3,Pre_Survey_Q4_3_TEXT,Pre_Survey_Q6,Pre_Survey_Q7,Pre_Survey_Q7_TEXT,Pre_Survey_Q8,Pre_Survey_Q8_score,Pre_Survey_Q9,Pre_Survey_Q9_TEXT,Pre_Survey_Q10,Pre_Survey_Q11,Pre_Survey_Q11_TEXT,Pre_Survey_Q12,Pre_Survey_Q12_TEXT,Pre_Survey_Q13_1,Pre_Survey_Q13_1_score,Pre_Survey_Q13_2,Pre_Survey_Q13_2_score,Pre_Survey_Q13_3,Pre_Survey_Q13_3_score,Pre_Survey_Q13_4,Pre_Survey_Q13_4_score,Pre_Survey_Q13_5,Pre_Survey_Q13_5_score,Pre_Survey_Q13_6,Pre_Survey_Q13_6_score,Pre_Survey_Q14,Pre_Survey_Q14_TEXT,Pre_Survey_Q15,Pre_Survey_Q15_TEXT,Pre_Survey_Q16,Pre_Survey_Q16_score,Pre_Survey_Q17,Pre_Survey_Q17_TEXT,Pre_Survey_Q18,Pre_Survey_Q18_score,Pre_Survey_Q19,Pre_Survey_Q19_TEXT,Pre_Survey_Q20,Pre_Survey_Q20_TEXT,Pre_Survey_Q21_1,Pre_Survey_Q21_1_score,Pre_Survey_Q21_2,Pre_Survey_Q21_2_score,Pre_Survey_Q21_3,Pre_Survey_Q21_3_score,Pre_Survey_Q21_4,Pre_Survey_Q21_4_score,Pre_Survey_Q21_5,Pre_Survey_Q21_5_score,Pre_Survey_Q22,Pre_Survey_Q23,Pre_Survey_Q23_TEXT,Pre_Survey_Q24,Pre_Survey_Q25,Pre_Survey_Q26,Pre_Survey_Q27,Pre_Survey_Q28,Pre_Survey_Q29,Pre_Survey_Q30,finished_clean,followup_opt_in
PRE00059,1,23.02.26 15:16,23.02.26 15:23,IP Address,100,398,True,23.02.26 15:23,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally),NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Brainstorming ideas,NA,1Ð6 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Professional work,NA,Products / mockups,NA,Not a priority,1,Moderate priority,5,High priority,6,Neutral,4,Moderate priority,5,Moderate priority,5,Time spent on multiple iterations,NA,I write them entirely myself,NA,Neither agree nor disagree,4,I rarely specify details,NA,Somewhat difficult,5,2-3,NA,As a tool,NA,Agree,6,Agree,6,Agree,6,Neither agree nor disagree,4,Agree,6,100,I don't work with others,NA,X Thread,Stronger engagement on social media due to attention capturing picture,NA,Nothing,30,Male,No thanks.,TRUE,FALSE
PRE00058,2,05.03.26 23:36,05.03.26 23:56,IP Address,100,1204,True,05.03.26 23:56,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally),NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,More than 2 years,Less often,NA,NA,NA,ChatGPT (image generation);DALLáE;Stable Diffusion (local or cloud),NA,"Yes, occasionally",Personal use / hobby,NA,Logos / icons / illustrations,NA,Moderate priority,5,Moderate priority,5,Moderate priority,5,Neutral,4,Moderate priority,5,High priority,6,Finding the right words,NA,I write them entirely myself,NA,Agree,6,Artistic or style references,NA,Very difficult,6,More than 10,NA,As a tool,NA,Slightly agree,5,Agree,6,Agree,6,Slightly disagree,3,Slightly agree,5,100,I don't work with others,NA,I generate a logo for an imaginary shop I've conceived.,Try out as many prompts as possible.,When using words that the AI does not understand.,AI does not yet know many painting styles.,44,Female,No thanks.,TRUE,FALSE
PRE00020,1,02.03.26 16:39,02.03.26 16:41,IP Address,100,108,True,02.03.26 16:41,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Creating diagrams or schematics,NA,No,Writing and editing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00182,2,05.03.26 23:37,05.03.26 23:38,IP Address,100,76,True,05.03.26 23:38,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,No,Writing and editing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Translation and language support,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00155,2,05.03.26 23:44,05.03.26 23:47,IP Address,100,185,True,05.03.26 23:47,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,No,Information search and Q&A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00056,1,20.03.26 14:09,20.03.26 14:14,IP Address,100,321,True,20.03.26 14:14,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Summarizing content,NA,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",Personal use / hobby;University / studies,NA,People / characters;Products / mockups,NA,High priority,6,Moderate priority,5,Essential priority,7,Essential priority,7,High priority,6,High priority,6,Finding the right words,NA,I write them entirely myself,NA,Agree,6,"Artistic or style references;Composition (e.g., perspective, framing)",NA,Somewhat difficult,5,2-3,NA,As a tool,NA,Agree,6,Slightly agree,5,Neither agree nor disagree,4,Neither agree nor disagree,4,Slightly agree,5,50,Joint prompt writing and iteration,NA,"For a personalized birthday card, for visualization of spaces, etc",It generated a birthday card based on a picture of a real space.,when it comes to tweaking the details. it doesnt recognize exactly what I want to change.,"the use of peoples picture, liking",24,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00071,1,18.03.26 14:54,18.03.26 15:05,IP Address,100,634,True,18.03.26 15:05,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Programming help (generation or explanation),NA,1Ð6 months,Less often,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,No,Personal use / hobby;University / studies,NA,People / characters;Scenes / storyboards /scenerios,NA,Essential priority,7,Moderate priority,5,Essential priority,7,Essential priority,7,Neutral,4,Moderate priority,5,Controlling details,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Agree,6,I rarely specify details,NA,Somewhat easy,3,2-3,NA,As a tool,NA,Strongly agree,7,Strongly agree,7,Disagree,2,Strongly agree,7,Slightly agree,5,100,I don't work with others,NA,Presentation or for fun,For a presentation,If your aspirations are too high,"Yes, I find it concerning that some tools allowed the generation of pictures were specific people are displayed",21,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00028,1,23.02.26 15:24,23.02.26 15:34,IP Address,100,623,True,23.02.26 15:34,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,Yes,NA,NA,NA,Information search and Q&A;Translation and language support,NA,More than 2 years,Less often,NA,NA,NA,ChatGPT (image generation);Midjourney;DALLáE,NA,No,Personal use / hobby,NA,"Logos / icons / illustrations;Style experiments (e.g., Òin the style ofÉÓ)",NA,Somewhat priority,3,Neutral,4,High priority,6,Neutral,4,Moderate priority,5,High priority,6,Controlling details;Unexpected or incorrect interpretations,NA,A combination of the above,NA,Somewhat agree,5,I rarely specify details,NA,Somewhat difficult,5,4-6,NA,As a tool,NA,Agree,6,Slightly disagree,3,Neither agree nor disagree,4,Slightly agree,5,Slightly agree,5,40,Joint discussion of goals and criteria,NA,Logo creation for a website,Better colours for the logo,"Create a picture from scratch, that i have an idea of",Chancing just little details,32,Male,No thanks.,TRUE,FALSE
PRE00029,1,23.02.26 15:15,23.02.26 15:30,IP Address,100,858,True,23.02.26 15:30,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,Yes,NA,NA,NA,Paraphrasing or rephrasing text;Information search and Q&A;Programming help (generation or explanation),NA,1Ð2 years,Monthly,NA,NA,NA,ChatGPT (image generation);Midjourney,NA,No,University / studies,NA,Landscapes / environments;Scenes / storyboards /scenerios,NA,Moderate priority,5,High priority,6,High priority,6,Moderate priority,5,High priority,6,Somewhat priority,3,Controlling details,NA,A combination of the above,NA,Strongly agree,7,Artistic or style references;Materials / textures,NA,Somewhat easy,3,2-3,NA,As a creative partner,NA,Agree,6,Slightly agree,5,Slightly disagree,3,Slightly agree,5,Neither agree nor disagree,4,80,Joint discussion of goals and criteria,NA,"Making an Flipchart, which I after draw in real, or I upload some pictures of my Garden and then let it do some Idea Images",Mostly with Flipcharts,"Mostly when I try to tell it specific things and these won't work, so they also won't work after more and more prompts","The easyness how fast you get your ""answer"" from it. You won't need a second of thinking how something should look good. You directly run it with AI",33,Male,No thanks.,TRUE,FALSE
PRE00073,2,05.03.26 23:48,05.03.26 23:58,IP Address,100,591,True,05.03.26 23:58,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation),NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,1Ð2 years,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Professional work;Social media content;Gaming / roleplay / character design;Ideation / brainstorming,NA,Landscapes / environments;Logos / icons / illustrations;Scenes / storyboards /scenerios,NA,Moderate priority,5,Moderate priority,5,High priority,6,Somewhat priority,3,Moderate priority,5,Moderate priority,5,Finding the right words;Controlling details;Maintaining consistency across images,NA,I write them entirely myself,NA,Strongly agree,7,"Artistic or style references;Composition (e.g., perspective, framing)",NA,Somewhat difficult,5,7-10,NA,As a tool,NA,Agree,6,Slightly disagree,3,Slightly agree,5,Slightly agree,5,Slightly agree,5,90,Joint prompt writing and iteration;Joint discussion of goals and criteria,NA,When I need to create a logo or some references,Logo and references generation,When doesn' mange to follow the specific details,I don't like how the realistic image look sometimes,25,Male,No thanks.,TRUE,FALSE
PRE00075,1,27.02.26 16:29,27.02.26 16:35,IP Address,100,392,True,27.02.26 16:35,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Gesturing or acting things out,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation),NA,More than 2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,"Yes, occasionally",Personal use / hobby;Creative projects (art/design),NA,"Logos / icons / illustrations;Style experiments (e.g., Òin the style ofÉÓ);Scenes / storyboards /scenerios",NA,Moderate priority,5,High priority,6,High priority,6,High priority,6,Moderate priority,5,High priority,6,Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,"I write them entirely myself;I ask another AI (e.g., ChatGPT) to generate prompts",NA,Somewhat agree,5,"Artistic or style references;Composition (e.g., perspective, framing);Camera or photography terms",NA,Somewhat difficult,5,2-3,NA,As a tool,NA,Slightly agree,5,Slightly agree,5,Slightly agree,5,Slightly agree,5,Slightly disagree,3,100,I don't work with others,NA,"Generating visually appealing images eith quotes, e.g. for the phone background",When I wanted to generate a simple scene from a narrative in a photorealistic waz,When I am not specific enough and leave enough room for interpretation,The way it is used for fake news and deep fakes,25,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00064,1,27.02.26 08:59,27.02.26 09:07,IP Address,100,501,True,27.02.26 09:07,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Gesturing or acting things out,NA,Yes,NA,NA,NA,Paraphrasing or rephrasing text;Information search and Q&A,NA,7Ð12 months,Weekly,NA,NA,NA,ChatGPT (image generation);Nano Banana,NA,No,Personal use / hobby,NA,"People / characters;Style experiments (e.g., Òin the style ofÉÓ)",NA,High priority,6,Neutral,4,Neutral,4,Neutral,4,Somewhat priority,3,Moderate priority,5,Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Somewhat agree,5,Artistic or style references;Lighting / color;Negative prompts (explicitly stating what should not be included),NA,Neither easy nor difficult,4,4-6,NA,As a tool,NA,Slightly agree,5,Slightly agree,5,Slightly agree,5,Neither agree nor disagree,4,Neither agree nor disagree,4,30,Joint prompt writing and iteration,NA,I wanted to see how I looked with another hairstyle.,"AI generated a drawing based on a picture, that I want to recreate now","Sometimes if faces are in the image, it changes the faces slightly, which annoys me",That you can create porn or naked pictures of random people if you have just a picture of their faces.,22,Female,No thanks.,TRUE,FALSE
PRE00089,1,06.03.26 11:25,06.03.26 11:34,IP Address,100,532,True,06.03.26 11:34,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Gesturing or acting things out,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation),NA,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation),NA,No,University / studies,NA,Scenes / storyboards /scenerios,NA,High priority,6,Not a priority,1,Essential priority,7,Moderate priority,5,Neutral,4,High priority,6,Unexpected or incorrect interpretations,NA,I write them entirely myself,NA,Agree,6,I rarely specify details,NA,Somewhat difficult,5,4-6,NA,As a tool,NA,Agree,6,Slightly agree,5,Slightly agree,5,Agree,6,Neither agree nor disagree,4,100,I don't work with others,NA,-,NA,NA,Nothing,21,Female,No thanks.,TRUE,FALSE
PRE00084,1,04.03.26 21:50,04.03.26 22:05,IP Address,100,858,True,04.03.26 22:05,anonymous,EN,1,"Yes, I agree to participate",Drawing or sketching by hand (on paper or digitally);Describing the image verbally (spoken explanation);Gesturing or acting things out;Creating diagrams or schematics,NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,1Ð2 years,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;Professional work;Ideation / brainstorming,NA,Logos / icons / illustrations;Scenes / storyboards /scenerios,NA,Moderate priority,5,Moderate priority,5,High priority,6,Low priority,2,Neutral,4,Moderate priority,5,Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Strongly agree,7,"Artistic or style references;Composition (e.g., perspective, framing);Lighting / color;Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included)",NA,Very easy,2,2-3,NA,As a creative partner,NA,Neither agree nor disagree,4,Slightly agree,5,Slightly agree,5,Slightly disagree,3,Slightly agree,5,80,I don't work with others,NA,project team presentation / pictures/logos for slides,"ãwe dont need an expensive, high maintenance ferrari - i am satisfied with a reliable toyotaÒ",NA,reuse of personal data/pictures from real people,33,Male,No thanks.,TRUE,FALSE
